ortho	freqfilms2	freqlivres	nblettres
débine	0.02	0.88	6
débine	0.98	0.88	6
débinent	0.39	0.2	8
débiner	0.27	1.35	7
débinera	0	0.07	8
débinerai	0.02	0	9
débinerait	0.02	0.07	10
débineras	0.01	0	9
débines	0.27	0.07	7
débineurs	0	0.07	9
débineuses	0	0.07	10
débinez	0.02	0.14	7
débiné	0.26	0.14	6
débinées	0	0.07	8
débinés	0.1	0.07	7
débit	1.1	5.27	5
débita	0	0.54	6
débitage	0	0.07	8
débitai	0	0.2	7
débitaient	0.01	0.54	10
débitais	0	0.2	8
débitait	0.04	2.5	8
débitant	0	0.2	8
débitant	0.04	1.01	8
débitants	0	0.07	9
débite	0.01	0.07	6
débite	0.34	2.77	6
débitent	0.14	0.2	8
débiter	0.82	3.45	7
débitera	0	0.2	8
débiterai	0.01	0.07	9
débiterait	0	0.14	10
débites	0.02	0.14	7
débiteur	0.2	0.14	8
débiteur	0.75	0.27	8
débiteurs	0.01	0.07	9
débiteurs	0.54	0.34	9
débitez	0.24	0	7
débitrice	0	0.07	9
débits	0.14	1.08	6
débité	0.14	0.95	6
débitée	0.06	0.41	7
débitées	0	0.81	8
débités	0.01	0.34	7
déblai	0	0.47	6
déblaie	0.05	0.2	7
déblaiement	0.14	0.74	11
déblaient	0.02	0.14	9
déblaierez	0	0.07	10
déblais	0	0.27	7
déblatère	0.07	0.07	9
déblatérait	0.04	0.07	11
déblatérant	0.01	0.14	11
déblatérations	0	0.07	14
déblatérer	0.2	0.2	10
déblaya	0	0.07	7
déblayage	0.09	0.14	9
déblayaient	0	0.54	11
déblayait	0.01	0.47	9
déblayant	0	0.27	9
déblayer	0.45	1.55	8
déblayera	0	0.07	9
déblayeur	0.01	0	9
déblayeurs	0	0.07	10
déblayez	0.11	0	8
déblayé	0.31	0.54	7
déblayée	0	0.07	8
déblayées	0	0.14	9
déblayés	0.01	0.07	8
déblocage	0.05	0.2	9
déblocages	0	0.07	10
débloqua	0	0.27	8
débloquait	0.01	0.2	10
débloquant	0.01	0.14	10
débloque	1.38	1.35	8
débloquent	0.23	0.07	10
débloquer	0.77	1.55	9
débloques	2.2	0.34	9
débloquez	0.8	0.07	9
débloquât	0	0.07	9
débloqué	0.42	0.54	8
débloquée	0.04	0.14	9
débloqués	0.22	0	9
débobinage	0	0.07	10
débobiner	0	0.07	9
débogage	0.01	0	8
déboguer	0.04	0	8
déboire	0	0.2	7
déboires	0.43	3.31	8
déboisement	0.01	0	11
déboiser	0.01	0.07	8
déboisé	0.02	0.2	7
déboisée	0	0.2	8
déboisées	0.01	0.07	9
débonda	0	0.14	7
débondait	0	0.27	9
débondant	0	0.07	9
débonder	0	0.07	8
débondé	0	0.07	7
débonnaire	0.06	2.64	10
débonnaires	0.05	0.47	11
débord	0	0.14	6
déborda	0.01	0.61	7
débordaient	0.02	3.04	11
débordais	0.21	0.2	9
débordait	0.67	4.86	9
débordant	0.12	1.35	9
débordant	0.52	5.14	9
débordante	0.84	1.76	10
débordantes	0.14	0.74	11
débordants	0.04	0.81	10
déborde	2.31	5.61	7
débordement	0.62	2.09	11
débordements	0.32	1.69	12
débordent	0.69	1.96	9
déborder	1.78	3.92	8
débordera	0.04	0	9
déborderaient	0.14	0.14	13
déborderait	0.01	0.2	11
débordez	0.06	0	8
débordât	0	0.14	8
débordèrent	0	0.14	11
débordé	4.16	3.11	7
débordée	1.98	1.08	8
débordées	0.24	0.41	9
débordés	2.94	1.08	8
débottelons	0	0.07	11
débotté	0.16	0.07	7
déboucha	0.01	4.12	8
débouchage	0.01	0	10
débouchai	0	0.34	9
débouchaient	0.01	1.62	12
débouchais	0	0.2	10
débouchait	0.16	4.39	10
débouchant	0.04	3.04	10
débouche	1.97	6.49	8
débouchent	0.14	1.69	10
déboucher	0.78	6.22	9
débouchera	0.11	0.07	10
déboucherai	0.1	0.07	11
déboucheraient	0.01	0.07	14
déboucherait	0	0.34	12
déboucherez	0.01	0	11
déboucheur	0.07	0.14	10
déboucheurs	0.04	0.07	11
débouchez	0.1	0	9
débouchions	0	0.07	11
débouchoir	0.01	0	10
débouchoirs	0.01	0	11
débouchons	0.12	0.54	10
débouchâmes	0.01	0.27	11
débouchèrent	0	1.49	12
débouché	0.42	2.09	8
débouché	0.02	2.5	8
débouchée	0.16	0.2	9
débouchées	0.05	0.07	10
débouchés	0.01	0.07	9
débouchés	0.54	1.01	9
déboucla	0	0.2	8
débouclaient	0	0.07	12
débouclait	0	0.2	10
débouclant	0	0.47	10
déboucle	0.02	0.34	8
débouclent	0	0.2	10
déboucler	0	0.68	9
débouclez	0.01	0.14	9
débouclions	0	0.07	11
débouclèrent	0	0.07	12
débouclé	0.02	0.34	8
débouclées	0	0.07	10
débouclés	0	0.07	9
déboula	0.01	0.41	7
déboulai	0	0.07	8
déboulaient	0	0.61	11
déboulais	0.02	0.14	9
déboulait	0.11	0.61	9
déboulant	0.02	0.47	9
déboule	0.75	1.42	7
déboulent	0.08	0.47	9
débouler	0.35	1.01	8
déboulerais	0.01	0.07	11
déboulerait	0	0.07	11
débouleront	0.02	0	11
déboulez	0.02	0	8
débouliez	0.01	0	9
déboulions	0	0.07	10
déboulonnant	0	0.07	12
déboulonner	0	0.27	11
déboulonnez	0.01	0	11
déboulonné	0.01	0.2	10
déboulonnée	0	0.27	11
déboulonnées	0	0.14	12
déboulèrent	0	0.07	11
déboulé	0.51	0.68	7
déboulé	0	0.34	7
déboulés	0.01	0.07	8
déboulés	0	0.07	8
débouquaient	0	0.07	12
débouqué	0	0.07	8
débourrage	0	0.07	10
débourre	0	0.07	8
débourrent	0	0.07	10
débourrer	0.02	0.27	9
débourré	0	0.07	8
débourrée	0	0.07	9
débours	0.01	0.2	7
débourse	0.04	0.07	8
déboursement	0.01	0	12
débourser	0.66	0.2	9
déboursera	0.01	0.07	10
débourseront	0.01	0	12
déboursé	0.29	0.14	8
déboursées	0	0.07	10
déboussolait	0	0.07	12
déboussolantes	0	0.07	14
déboussoler	0.01	0.07	11
déboussolé	0.82	0.54	10
déboussolée	0.77	0.2	11
déboussolées	0.01	0.07	12
déboussolés	0.12	0.47	11
déboutait	0	0.07	9
débouter	0.05	0.07	8
déboutonna	0.01	1.22	10
déboutonnage	0.27	0.07	12
déboutonnait	0.03	0.61	12
déboutonnant	0.01	0.41	12
déboutonne	0.28	0.81	10
déboutonnent	0.01	0.07	12
déboutonner	0.31	1.42	11
déboutonnez	0.04	0.07	11
déboutonnât	0	0.07	11
déboutonné	0.57	2.16	10
déboutonnée	0.06	0.81	11
déboutonnées	0	0.47	12
déboutonnés	0	0.14	11
débouté	0.06	0.07	7
déboutée	0.01	0.14	8
déboîta	0	0.07	7
déboîtaient	0.01	0.07	11
déboîtais	0.01	0.07	9
déboîtait	0	0.07	9
déboîtant	0	0.07	9
déboîte	0.13	0.14	7
déboîtement	0.01	0	11
déboîter	0.22	0.2	8
déboîtez	0.02	0.07	8
déboîté	0.32	0.27	7
déboîtée	0.25	0	8
déboîtées	0	0.07	9
débraguette	0	0.07	11
débraguettent	0	0.07	13
débraguetter	0	0.14	12
débraguetté	0.01	0.14	11
débraguettés	0	0.14	12
débraillé	0.17	0.07	9
débraillé	0.18	0.68	9
débraillé	0.26	1.35	9
débraillée	0	0.07	10
débraillée	0.02	0.2	10
débraillée	0.01	0.07	10
débraillées	0.01	0	11
débraillées	0.01	0.07	11
débraillés	0	0.07	10
débraillés	0	0.47	10
débraillés	0.16	0.14	10
débraillés	0	0.07	10
débrancha	0	0.54	9
débranchant	0.04	0	11
débranche	1.34	0.61	9
débranchement	0.02	0	13
débranchent	0.06	0	11
débrancher	2.27	0.81	10
débrancherai	0.02	0.07	12
débrancherais	0.01	0.07	13
débrancherait	0.02	0.14	13
débranchez	0.4	0.07	10
débranchons	0.12	0	11
débranché	1.38	0.74	9
débranchée	0.3	0.07	10
débranchées	0.02	0	11
débranchés	0.1	0.2	10
débraya	0	0.14	7
débrayage	0.04	0.41	9
débrayages	0	0.07	10
débrayait	0	0.2	9
débraye	0.02	0.14	7
débrayent	0	0.07	9
débrayer	0.01	0.47	8
débrayes	0.01	0.07	8
débrayez	0.02	0	8
débrayé	0.01	0.27	7
débrayée	0	0.07	8
débridait	0	0.07	9
débridant	0	0.07	9
débride	0.04	0.14	7
débridement	0.04	0	11
débrider	0.04	0.74	8
débridera	0	0.07	9
débriderai	0.01	0.07	10
débriderait	0	0.07	11
débridez	0.06	0	8
débridé	0.06	0.2	7
débridé	0.02	0.14	7
débridée	0.04	0.2	8
débridée	0.28	0.47	8
débridées	0.01	0.07	9
débridées	0.02	0.27	9
débridés	0.01	0	8
débridés	0.06	0.07	8
débriefer	0.11	0	9
débriefing	0.58	0	10
débriefé	0.06	0	8
débriefée	0.03	0	9
débris	4.94	13.85	6
débronzer	0.02	0	9
débrouilla	0.03	0.14	10
débrouillage	0	0.14	12
débrouillai	0	0.07	11
débrouillaient	0.01	0.54	14
débrouillais	0.51	0.34	12
débrouillait	0.53	1.15	12
débrouillant	0.01	0.14	12
débrouillard	0.38	0.74	12
débrouillard	0.33	0.34	12
débrouillarde	0.16	0.34	13
débrouillarde	0.01	0.07	13
débrouillardise	0	0.34	15
débrouillards	0.04	0.2	13
débrouillards	0.02	0.07	13
débrouille	0.17	0.34	10
débrouille	12.63	4.26	10
débrouillent	0.98	1.08	12
débrouiller	12.71	5.68	11
débrouillera	2.36	0.74	12
débrouillerai	4.13	1.35	13
débrouilleraient	0	0.14	16
débrouillerais	0.23	0.2	14
débrouillerait	0.05	0.27	14
débrouilleras	0.77	0	13
débrouillerez	0.28	0.41	13
débrouillerions	0	0.07	15
débrouillerons	0.2	0	14
débrouilleront	0.12	0.2	14
débrouilles	0.01	0	11
débrouilles	3.45	0.61	11
débrouilleurs	0.01	0	13
débrouillez	3.27	1.22	11
débrouilliez	0.02	0	12
débrouillions	0.01	0.07	13
débrouillons	0.06	0.07	12
débrouillât	0	0.07	11
débrouillé	2.36	1.22	10
débrouillée	1.61	0.27	11
débrouillées	0.04	0.07	12
débrouillés	0.36	0.47	11
débroussaillage	0.01	0.14	15
débroussaille	0	0.2	13
débroussailler	0.14	0.2	14
débroussailleuse	0.03	0.07	16
débroussaillé	0	0.14	13
débucher	0	0.07	8
débusquaient	0	0.07	12
débusquait	0.01	0.27	10
débusquant	0	0.07	10
débusque	0.15	0.07	8
débusquer	0.89	1.49	9
débusquerait	0.01	0.07	12
débusquerons	0.01	0	12
débusquez	0.02	0	9
débusquèrent	0	0.07	12
débusqué	0.33	0.14	8
débusquée	0	0.07	9
débusqués	0.02	0.2	9
début	109.88	128.51	5
débuta	0.42	0.68	6
débutai	0	0.07	7
débutaient	0.02	0.14	10
débutais	0.02	0.27	8
débutait	0.23	1.22	8
débutant	0.77	0.47	8
débutant	2.32	1.08	8
débutant	0.25	0.14	8
débutante	0.67	0.2	9
débutante	1.21	0.61	9
débutantes	0.03	0	10
débutantes	0.65	0.27	10
débutants	0.19	0.34	9
débutants	1.64	0.61	9
débute	2.77	1.62	6
débutent	0.49	0.2	8
débuter	1.72	0.88	7
débutera	0.28	0	8
débuteraient	0.01	0	12
débutes	0.11	0	7
débutez	0.09	0	7
débutiez	0.02	0.07	8
débutons	0.17	0	8
débuts	4.43	12.97	6
débutèrent	0.04	0	10
débuté	3.41	1.89	6
débutée	0.02	0	7
débâcle	0.76	6.49	7
débâcles	0.14	0.2	8
débâillonné	0	0.07	11
débâté	0	0.07	6
débâtées	0	0.07	8
déc	0.03	0	3
déc	0.3	0	3
déca	1.16	0.07	4
décabosser	0.01	0	10
décacheta	0	0.41	9
décachetage	0.01	0	11
décachetai	0	0.14	10
décachetaient	0	0.07	13
décachetais	0	0.07	11
décachetant	0	0.14	11
décacheter	0	0.34	10
décachetons	0.01	0	11
décachette	0	0.14	10
décachetteraient	0	0.07	16
décacheté	0	0.47	9
décachetée	0	0.27	10
décachetées	0	0.34	11
décade	0.13	0.74	6
décadence	1.28	4.73	9
décadent	0.6	0.47	8
décadent	0.01	0.14	8
décadente	0.68	0.2	9
décadente	0.03	0	9
décadentes	0.13	0.2	10
décadentes	0.01	0	10
décadentisme	0	0.07	12
décadents	0.06	0.47	9
décadents	0.02	0	9
décades	0.03	0.41	7
décadi	0	0.27	6
décadis	0	0.07	7
décaféiné	0.05	0.07	9
décaféiné	0.08	0.07	9
décaféiné	0.22	0.07	9
décaféinée	0.01	0	10
décaissement	0.01	0	12
décaisser	0	0.14	9
décalage	2.04	3.65	8
décalages	0.04	0.27	9
décalaminé	0	0.07	10
décalant	0	0.07	8
décalcification	0.01	0	15
décalcifié	0	0.07	10
décalcifiée	0	0.14	11
décalcomanie	0.17	0.41	12
décalcomanies	0.12	0.2	13
décalcomanies	0.01	0	13
décale	0.11	0.2	6
décalent	0	0.07	8
décaler	0.47	0.2	7
décalez	0.17	0	7
décalitre	0	0.07	9
décalitres	0.11	0.07	10
décalogue	0.01	0.2	9
décalotta	0	0.07	9
décalotter	0	0.07	10
décalotté	0	0.07	9
décalottée	0	0.07	10
décalottés	0	0.07	10
décalquai	0	0.07	9
décalquait	0	0.14	10
décalque	0	0.27	8
décalque	0.03	0.07	8
décalquer	0.06	0.14	9
décalques	0	0.2	9
décalques	0.04	0	9
décalqué	0.06	0.2	8
décalquée	0.01	0.34	9
décalquées	0	0.07	10
décalqués	0.02	0.07	9
décalé	0.26	0.34	6
décalé	0.41	0.41	6
décalée	0.04	0.34	7
décalée	0.06	0.2	7
décalées	0.01	0.07	8
décalées	0.01	0	8
décalés	0.3	0.14	7
décalés	0.17	0.07	7
décambuter	0	0.2	10
décampa	0	0.14	7
décampait	0	0.07	9
décampe	1.66	0.54	7
décampent	0.16	0.14	9
décamper	0.81	0.95	8
décampera	0.14	0	9
décamperais	0	0.07	11
décamperont	0.02	0	11
décampes	0.26	0	8
décampez	0.7	0.14	8
décampons	0.05	0	9
décampé	0.2	0.47	7
décamètre	0	0.14	9
décamètres	0	0.07	10
décan	0.02	0.07	5
décanillant	0	0.07	11
décanille	0.01	0.2	9
décaniller	0	0.27	10
décanillerait	0	0.07	13
décanillez	0.01	0	10
décantai	0	0.07	8
décantaient	0	0.07	11
décantait	0	0.07	9
décantant	0	0.14	9
décantation	0.1	0.07	11
décante	0.04	0.2	7
décantent	0	0.07	9
décanter	0.17	0.14	8
décanteur	0.01	0	9
décanté	0.01	0.14	7
décantée	0	0.2	8
décantées	0	0.2	9
décapage	0.01	0	8
décapais	0.02	0.07	8
décapait	0	0.34	8
décapant	0.02	0	8
décapant	0.27	0.2	8
décapant	0.01	0.07	8
décapante	0	0.07	9
décapants	0.01	0	9
décapants	0	0.14	9
décape	0.07	0.2	6
décaper	0.07	0.34	7
décapera	0	0.07	8
décapeur	0	0.07	8
décapita	0.02	0.2	8
décapitaient	0.02	0.07	12
décapitais	0.01	0	10
décapitait	0.02	0.07	10
décapitant	0.04	0.27	10
décapitation	0.43	0.47	12
décapitations	0.13	0	13
décapite	0.2	0.2	8
décapitent	0.14	0	10
décapiter	1.09	0.88	9
décapitera	0.04	0	10
décapiterai	0.01	0	11
décapiterait	0	0.07	12
décapiteront	0.01	0	12
décapitez	0.07	0	9
décapitons	0.01	0	10
décapitât	0	0.07	9
décapitèrent	0	0.07	12
décapité	1.5	2.57	8
décapitée	0.32	1.15	9
décapitées	0.04	0.54	10
décapités	0.19	0.81	9
décapode	0	0.07	8
décapotable	1.01	1.89	11
décapotable	1.65	0.81	11
décapotables	0.02	0.41	12
décapotables	0.12	0.07	12
décapotage	0	0.07	10
décapotait	0	0.07	10
décapote	0.03	0	8
décapoter	0	0.07	9
décapoté	0.01	0	8
décapoté	0.01	0	8
décapotée	0	0.07	9
décapotée	0.02	0.47	9
décapotés	0	0.07	9
décapsula	0	0.14	9
décapsulant	0	0.2	11
décapsule	0.02	0.41	9
décapsuler	0.04	0.2	10
décapsulerait	0	0.07	13
décapsuleur	0.34	0.2	11
décapsulez	0.01	0	10
décapsulé	0	0.14	9
décapsulée	0	0.2	10
décapuchonna	0	0.2	12
décapuchonne	0	0.07	12
décapuchonner	0	0.07	13
décapuchonnèrent	0	0.07	16
décapé	0.02	0.34	6
décapée	0	0.41	7
décapées	0	0.14	8
décapés	0.01	0.14	7
décarcassais	0	0.07	12
décarcassait	0	0.07	12
décarcassent	0	0.07	12
décarcasser	0.05	0.07	11
décarcassé	0.08	0.14	10
décarcassée	0.02	0.14	11
décarcassées	0	0.07	12
décarpillage	0	0.2	12
décarpiller	0	0.07	11
décarpillé	0	0.07	10
décarrade	0	2.43	9
décarrades	0	0.07	10
décarraient	0	0.07	11
décarrais	0	0.07	9
décarrait	0	0.07	9
décarrant	0	0.47	9
décarre	0.4	1.76	7
décarrent	0	0.07	9
décarrer	0.28	1.35	8
décarrerait	0	0.07	11
décarres	0	0.07	8
décarré	0	0.27	7
décarrés	0	0.07	8
décathlon	0.26	0.07	9
décathlons	0.01	0	10
décati	0.04	0.2	6
décati	0	0.14	6
décatie	0.04	0.2	7
décatie	0.01	0.2	7
décatir	0	0.14	7
décatis	0.01	0.2	7
décavé	0.11	0.27	6
décavé	0	0.07	6
déceint	0	0.07	7
décela	0	0.2	6
décelable	0.04	0.2	9
décelai	0	0.14	7
décelaient	0	0.14	10
décelais	0.01	0.2	8
décelait	0.01	0.74	8
décelant	0	0.2	8
déceler	0.87	6.01	7
décelèrent	0	0.07	10
décelé	0.57	2.03	6
décelée	0.03	0.2	7
décelées	0.01	0.14	8
décelés	0	0.07	7
décembre	8.55	31.15	8
décembres	0	0.07	9
décembriste	0	0.07	11
décembristes	0	0.14	12
décemment	0.96	2.57	9
décence	2.92	2.77	7
décences	0	0.07	8
décennal	0.01	0.07	8
décennale	0.01	0	9
décennie	1.27	0.95	8
décennies	1.41	1.49	9
décent	2.67	1.89	6
décente	2.5	1.82	7
décentes	0.19	0.2	8
décentralisation	0	0.07	16
décentralisé	0.12	0	12
décentralisée	0	0.07	13
décentralisées	0	0.07	14
décentrant	0	0.07	10
décentre	0	0.07	8
décentrement	0.01	0	12
décentrée	0.01	0.14	9
décentrées	0.4	0.14	10
décents	0.6	0.41	7
déception	5.46	13.04	9
déceptions	1.19	3.78	10
décerna	0.03	0.07	7
décernai	0	0.07	8
décernais	0	0.07	9
décernait	0.19	0.41	9
décernant	0.1	0.07	9
décerne	0.19	0.41	7
décernent	0.02	0.14	9
décerner	0.45	0.88	8
décernera	0.02	0	9
décerniez	0.02	0	9
décernons	0.16	0	9
décerné	0.65	0.61	7
décernée	0.09	0.47	8
décernées	0.12	0.2	9
décernés	0.14	0.14	8
décervelage	0	0.14	11
décerveler	0.03	0	10
décervelle	0	0.14	10
décervelé	0.06	0.14	9
décesse	0	0.07	7
décessé	0	0.07	7
décevaient	0	0.2	10
décevais	0.03	0.2	8
décevait	0.02	0.81	8
décevant	1.36	2.23	8
décevant	0.28	0.14	8
décevante	0.57	1.49	9
décevantes	0.08	0.34	10
décevants	0.04	0.54	9
décevez	1.69	0.14	7
déceviez	0.02	0	8
décevoir	7.65	3.85	8
décevons	0.07	0	8
décevra	0.22	0	7
décevrai	0.92	0.07	8
décevraient	0	0.07	11
décevrais	0.15	0	9
décevrait	0.09	0.2	9
décevras	0.22	0	8
décevrez	0.07	0	8
déchait	0	0.14	7
déchanta	0	0.14	8
déchantai	0	0.14	9
déchantait	0	0.14	10
déchantant	0	0.07	10
déchante	0.02	0.07	8
déchantent	0	0.14	10
déchanter	0.02	0.61	9
déchanterais	0.01	0.07	12
déchantèrent	0	0.07	12
déchanté	0	0.14	8
déchard	0	0.2	7
déchards	0	0.07	8
décharge	7.62	11.35	8
décharge	1.96	1.82	8
déchargea	0.01	0.47	9
déchargeaient	0.12	0.81	13
déchargeait	0.05	1.01	11
déchargeant	0.04	0.47	11
déchargement	0.53	0.88	12
déchargent	0.3	0.2	10
déchargeons	0.11	0	11
décharger	3.88	4.32	9
déchargera	0.17	0.07	10
déchargerais	0	0.07	12
déchargerait	0	0.14	12
déchargerez	0	0.07	11
décharges	1.68	1.42	9
décharges	0.03	0	9
déchargeur	0.03	0.07	10
déchargez	1.13	0	9
déchargeât	0	0.07	10
déchargions	0.01	0.07	11
déchargèrent	0	0.14	12
déchargé	1.8	1.28	8
déchargée	0.22	0.34	9
déchargées	0.06	0.14	10
déchargés	0.22	0.41	9
décharne	0	0.07	8
décharnement	0	0.07	12
décharnent	0	0.07	10
décharner	0	0.2	9
décharnerait	0	0.07	12
décharné	0.17	0.27	8
décharné	0.1	2.57	8
décharnée	0.02	0.2	9
décharnée	0.04	1.35	9
décharnées	0.01	0.47	10
décharnées	0.02	0.41	10
décharnés	0	0.27	9
décharnés	0.01	0.88	9
déchassé	0	0.07	8
déchaumaient	0	0.07	12
déchaumée	0	0.07	9
déchaussa	0	0.41	9
déchaussaient	0	0.07	13
déchaussait	0	0.27	11
déchaussant	0	0.14	11
déchausse	0.23	0.34	9
déchaussent	0	0.07	11
déchausser	0.21	0.68	10
déchausserais	0.01	0	13
déchaussez	0.28	0	10
déchaussé	0	0.34	9
déchaussé	0.02	0.27	9
déchaussée	0	0.41	10
déchaussée	0.01	0.2	10
déchaussées	0	0.07	11
déchaussées	0.01	0.07	11
déchaussés	0	0.14	10
déchaussés	0.01	0.41	10
déchaîna	0.13	1.35	8
déchaînaient	0.02	1.22	12
déchaînais	0.01	0.14	10
déchaînait	0.43	2.43	10
déchaînant	0.01	0.27	10
déchaîne	1.16	1.55	8
déchaînement	0.14	2.57	12
déchaînements	0.01	0.81	13
déchaînent	0.38	0.54	10
déchaîner	1.32	2.36	9
déchaînera	0.06	0	10
déchaînerait	0.04	0.14	12
déchaîneras	0	0.07	11
déchaînez	0.06	0.07	9
déchaînât	0	0.07	9
déchaînèrent	0	0.07	12
déchaîné	0.97	1.62	8
déchaîné	0.2	0.81	8
déchaîné	0.18	0.61	8
déchaînée	0.95	0.68	9
déchaînée	0.47	1.49	9
déchaînée	0.13	0.41	9
déchaînées	0.13	0.2	10
déchaînées	0.35	0.81	10
déchaînées	0.01	0	10
déchaînés	0.69	0.41	9
déchaînés	0.27	1.69	9
déchaînés	0.03	0.41	9
décher	0	0.14	6
déchet	1.27	1.96	6
déchets	5.77	4.46	7
déchetterie	0.11	0	11
déchiffra	0	0.54	9
déchiffrable	0.02	0.27	12
déchiffrables	0	0.2	13
déchiffrage	0.06	0.41	11
déchiffrai	0	0.14	10
déchiffraient	0	0.07	13
déchiffrais	0.01	0.41	11
déchiffrait	0.01	1.35	11
déchiffrant	0.03	0.27	11
déchiffre	0.13	1.28	9
déchiffrement	0.04	1.22	13
déchiffrent	0.16	0.14	11
déchiffrer	3.08	10.07	10
déchiffrera	0.17	0	11
déchiffreur	0.01	0.14	11
déchiffrez	0.03	0	10
déchiffrions	0	0.2	12
déchiffrâmes	0	0.07	12
déchiffrât	0.14	0.14	10
déchiffrèrent	0	0.07	13
déchiffré	1.01	0.68	9
déchiffrée	0.06	0.14	10
déchiffrées	0.01	0.07	11
déchiffrés	0.04	0.2	10
déchiqueta	0	0.14	10
déchiquetage	0	0.27	12
déchiquetaient	0.04	0.2	14
déchiquetait	0	0.07	12
déchiquetant	0.03	0.27	12
déchiqueter	0.92	1.35	11
déchiqueteur	0.01	0.07	12
déchiqueteurs	0	0.07	13
déchiqueteuse	0.07	0	13
déchiqueteuses	0	0.07	14
déchiquetons	0	0.07	12
déchiquette	0.14	0.27	11
déchiquettent	0.04	0.14	13
déchiquettes	0	0.07	12
déchiqueté	0.93	1.15	10
déchiqueté	0.46	0.95	10
déchiquetée	0.15	0.68	11
déchiquetée	0.08	1.15	11
déchiquetées	0.04	0.27	12
déchiquetées	0	0.95	12
déchiquetés	0.18	1.08	11
déchiquetés	0.09	1.62	11
déchira	0.17	5	7
déchirage	0	0.07	9
déchirages	0	0.07	10
déchirai	0.14	0.47	8
déchiraient	0.06	2.7	11
déchirais	0.03	0.34	9
déchirait	0.39	4.86	9
déchirant	0.36	3.04	9
déchirant	0.49	2.97	9
déchirante	0.1	3.99	10
déchirantes	0.02	1.22	11
déchirants	0.15	2.03	10
déchire	7.45	8.99	7
déchirement	0.23	4.05	11
déchirements	0.13	1.62	12
déchirent	1.26	2.09	9
déchirer	4.27	8.72	8
déchirera	0.13	0.07	9
déchirerai	0.35	0.07	10
déchireraient	0.14	0.14	13
déchirerais	0.14	0.27	11
déchirerait	0.04	0.2	11
déchireras	0.02	0	10
déchirerons	0.04	0	11
déchireront	0.07	0.07	11
déchires	0.81	0.07	8
déchireur	0.02	0	9
déchirez	0.84	0.07	8
déchiriez	0.02	0.07	9
déchirions	0	0.14	10
déchirons	0.17	0.07	9
déchirure	1.03	4.8	9
déchirures	0.55	2.23	10
déchirât	0	0.07	8
déchirèrent	0.02	0.68	11
déchiré	6.5	8.24	7
déchiré	3.92	3.72	7
déchirée	2.11	3.31	8
déchirée	0.81	4.59	8
déchirées	0.35	1.01	9
déchirées	0.15	1.76	9
déchirés	0.46	2.43	8
déchirés	0.7	3.31	8
déchoient	0	0.07	9
déchoir	0.01	1.49	7
déchoirons	0	0.07	10
déchouer	0.01	0	8
déchristianise	0	0.07	14
déchu	0.51	0.81	5
déchu	0.59	1.76	5
déchue	0.14	0.34	6
déchue	0.19	0.88	6
déchues	0.14	0.07	7
déchues	0.04	0.41	7
déchus	0.12	0.2	6
déchus	0.28	0.81	6
déché	0	0.07	5
déchéance	1.67	6.28	9
déchéances	0	0.14	10
déci	0.01	0	4
décibel	0.04	0	7
décibels	0.37	0.88	8
décida	3.86	36.82	6
décidai	2.04	11.08	7
décidaient	0.38	1.96	10
décidais	0.77	1.28	8
décidait	0.68	6.69	8
décidant	0.48	2.64	8
décide	31.25	20.61	6
décident	3.37	2.57	8
décider	42.27	27.16	7
décidera	3.48	2.16	8
déciderai	1.73	0.07	9
décideraient	0.01	0.61	12
déciderais	0.14	0.2	10
déciderait	0.42	1.15	10
décideras	0.76	0.54	9
déciderez	0.47	0.34	9
décideriez	0.09	0.14	10
déciderions	0.01	0	11
déciderons	0.35	0.14	10
décideront	0.89	0.74	10
décides	8.15	1.89	7
décideur	0.12	0	8
décideurs	0.11	0	9
décidez	6.25	0.88	7
décidiez	0.58	0.14	8
décidions	0.2	0.41	9
décidons	1.42	0.68	8
décidâmes	0.02	1.62	9
décidât	0	1.08	7
décidèrent	0.65	5.27	10
décidé	92.08	73.78	6
décidé	1.88	6.55	6
décidée	3.63	7.5	7
décidée	1.15	2.23	7
décidées	0.13	0.88	8
décidées	0.02	0.2	8
décidément	3.88	30.81	10
décidés	1.23	3.18	7
décidés	0.4	1.08	7
décigramme	0.01	0	10
décigrammes	0.14	0	11
décile	0.01	0	6
décilitre	0.03	0.07	9
décima	0.04	0	6
décimaient	0	0.14	10
décimait	0.01	0.27	8
décimal	0.09	0.07	7
décimale	0.11	0.2	8
décimales	0.15	0.2	9
décimalisation	0.01	0	14
décimalité	0.01	0	10
décimant	0.01	0	8
décimateur	0.01	0	10
décimation	0.42	0.2	10
décime	0.46	0.2	6
déciment	0.14	0	8
décimer	0.41	0.27	7
décimera	0.01	0	8
décimerai	0.01	0	9
décimerait	0.03	0	10
décimeront	0.01	0.07	10
décimes	0	0.07	7
décimèrent	0	0.07	10
décimètre	0.01	0.54	9
décimètres	0.01	0.27	10
décimé	0.97	0.74	6
décimée	0.35	0.88	7
décimées	0.15	0.54	8
décimés	0.68	0.68	7
décisif	1.96	7.03	7
décisifs	0.17	1.69	8
décision	54.63	47.77	8
décision-clé	0.01	0	12
décisionnaire	0.04	0	13
décisionnel	0.04	0	11
décisionnelles	0.01	0	14
décisions	11.85	12.23	9
décisive	1.47	5.95	8
décisives	0.25	1.35	9
décivilisés	0	0.07	11
déclama	0	0.47	7
déclamai	0	0.07	8
